Date,out_sums
2018-02-10 10:26:37,7487.47816049
2018-02-10 10:43:18,23029.55741658
2018-02-10 10:49:54,32349.84721832
2018-02-10 10:51:08,403.31653976
2018-02-10 10:52:00,482.10027907
2018-02-10 10:54:13,787.02679747
2018-02-10 10:59:03,1936.0949811
2018-02-10 11:20:56,13637.58013269
2018-02-10 11:23:57,1179.40262333
2018-02-10 11:25:13,1118.49112314
2018-02-10 11:45:31,10662.0926649
2018-02-10 11:52:29,16255.0416095
2018-02-10 12:49:57,28638.76599779
2018-02-10 12:54:12,53252.23386637
2018-02-10 12:56:29,8269.6384785
2018-02-10 13:10:56,49005.20011041
2018-02-10 13:47:08,58510.60894755
2018-02-10 13:48:43,7481.75806136
2018-02-10 14:07:18,8561.87946082
2018-02-10 14:28:41,52107.35195224
2018-02-10 14:31:45,4083.94616228
2018-02-10 14:54:47,53338.91951534
2018-02-10 15:03:45,4384.43839571
2018-02-10 15:06:20,4148.16521516
2018-02-10 15:15:18,17266.047205900002
2018-02-10 15:16:25,596.82463928
2018-02-10 15:29:29,7238.15939049
2018-02-10 15:44:28,19550.60706828
2018-02-10 15:47:22,1506.28179018
2018-02-10 16:09:16,51628.07337121
2018-02-10 17:10:20,16262.29535354
2018-02-10 17:31:42,12641.35806031
2018-02-10 17:42:59,54482.18749284
2018-02-10 17:45:18,29174.73956356
2018-02-10 17:50:10,8420.34619286
2018-02-10 17:54:20,2894.83432424
2018-02-10 17:59:53,44257.56977758
2018-02-10 18:09:53,16876.15399489
2018-02-10 18:22:49,34877.24630342
2018-02-10 18:30:38,15791.857788100002
2018-02-10 18:51:15,20361.00070476
2018-02-10 18:55:27,701.16076339
2018-02-10 19:06:35,6651.25970501
2018-02-10 19:15:41,3091.82703232
2018-02-10 19:22:48,46214.7928263
2018-02-10 19:28:14,3520.67056709
2018-02-10 19:29:32,511.58712163
2018-02-10 19:41:15,4373.571952699999
2018-02-10 19:50:52,4390.65951809
2018-02-10 20:04:35,5160.63229792
2018-02-10 20:06:22,2850.70975631
2018-02-10 20:29:55,7879.44775315
2018-02-10 20:35:49,3812.63029603
2018-02-10 20:58:34,8136.28411021
2018-02-10 20:58:58,183.91916823
2018-02-10 21:08:02,4710.28168308
2018-02-10 21:14:01,3067.95926178
2018-02-10 21:14:23,12.5
2018-02-10 21:15:49,1486.72143024
2018-02-10 21:18:36,1041.59782026
2018-02-10 21:18:58,54.65400415
2018-02-10 21:20:34,495.44589058
2018-02-10 21:28:42,1534.49334869
2018-02-10 21:29:18,459.04429937
2018-02-10 21:30:54,432.10786945
2018-02-10 21:32:49,449.97797669
2018-02-10 21:35:41,1146.11278312
2018-02-10 21:42:47,2705.72520911
2018-02-10 21:43:39,603.97551787
2018-02-10 21:49:24,2676.06538551
2018-02-10 21:51:07,444.34591801
2018-02-10 21:53:13,869.08388394
2018-02-10 22:00:45,3066.431579
2018-02-10 22:11:28,15052.83555651
2018-02-10 22:18:00,4640.29308784
2018-02-10 22:22:45,1687.45645193
2018-02-10 22:22:44,409.88819843
2018-02-10 22:22:57,297.15904865
2018-02-10 22:31:23,13642.24670572
2018-02-10 22:46:38,5987.44103863
2018-02-10 23:13:52,22185.0819141
2018-02-10 23:16:09,43434.58588714
2018-02-10 23:24:33,3351.98359847
2018-02-10 23:25:59,245.44074645
2018-02-10 23:28:11,829.32656452
2018-02-10 23:31:23,792.1148346
2018-02-10 23:33:14,1046.35071696
2018-02-10 23:34:47,11824.50103423
2018-02-10 23:54:45,7807.77979124
2018-02-11 00:01:02,2419.20739275
2018-02-11 00:08:08,2310.3013904
2018-02-11 00:17:00,3088.77536442
2018-02-11 00:22:08,14389.84435846
2018-02-11 00:35:27,16175.37049487
2018-02-11 00:41:10,2279.14754959
2018-02-11 00:57:26,16524.17333067
2018-02-11 00:59:32,3074.35813433
2018-02-11 01:13:55,5101.77393645
2018-02-11 01:14:49,143.74345791
2018-02-11 01:17:49,2045.86256716
2018-02-11 01:22:46,12106.73374954
2018-02-11 01:58:49,23890.79046356
2018-02-11 01:59:20,477.12483817
2018-02-11 01:59:42,77.35193706
2018-02-11 02:13:00,5368.56022242
2018-02-11 02:37:40,20358.67031555
2018-02-11 02:54:05,19520.82008443
2018-02-11 03:02:09,4018.10280764
2018-02-11 03:24:23,50000.33768763
2018-02-11 03:37:17,17635.80819358
2018-02-11 03:39:06,624.64002825
2018-02-11 03:49:43,9972.4167299
2018-02-11 03:54:15,1709.85203916
2018-02-11 04:17:02,11668.73237914
2018-02-11 04:18:01,134.59638936
2018-02-11 04:25:22,4194.55023608
2018-02-11 04:30:57,6049.42230518
2018-02-11 04:41:13,5198.63116495
2018-02-11 04:43:29,11329.25305159
2018-02-11 04:49:14,2090.53923607
2018-02-11 04:51:49,2035.72747615
2018-02-11 04:53:12,413.35758448
2018-02-11 04:53:40,147.18453183
2018-02-11 05:02:19,14333.39337341
2018-02-11 05:04:41,1171.86518837
2018-02-11 05:11:31,3800.38888383
2018-02-11 05:25:29,6738.40050154
2018-02-11 05:31:36,3923.78431364
2018-02-11 05:51:10,48293.4747569
2018-02-11 06:09:36,20361.32836978
2018-02-11 06:11:18,10687.67367495
2018-02-11 06:12:59,769.86284731
2018-02-11 06:15:32,3312.04949171
2018-02-11 06:30:43,10798.22919699
2018-02-11 06:30:21,12.5
2018-02-11 06:32:05,686.67436932
2018-02-11 06:45:02,5337.49699564
2018-02-11 07:00:15,7918.28196522
2018-02-11 07:00:45,231.12809193
2018-02-11 07:08:55,13694.92226301
2018-02-11 07:18:49,3921.55596935
2018-02-11 07:21:04,1230.01935773
2018-02-11 07:24:13,955.86691212
2018-02-11 07:25:27,638.51449348
2018-02-11 08:07:13,61340.93446587
2018-02-11 08:16:20,17566.43410344
2018-02-11 08:16:53,402.76946163
2018-02-11 08:17:32,777.20252802
2018-02-11 08:23:21,11434.9757717
2018-02-11 08:41:44,46005.80677995
2018-02-11 08:46:25,2616.30526746
2018-02-11 08:49:36,1971.31571645
2018-02-11 08:52:01,1618.1082717
2018-02-11 09:00:42,3667.33361095
2018-02-11 09:03:49,2652.92750808
2018-02-11 09:21:07,55770.74557992
2018-02-11 09:34:18,11096.73114015
2018-02-11 10:05:14,19438.75699132
2018-02-11 10:11:10,39332.99822775
2018-02-11 10:15:10,2575.30626362
2018-02-11 10:19:33,2021.12351748
2018-02-11 10:32:47,6342.16148323
2018-02-11 10:55:40,25485.19060518
2018-02-11 11:02:36,5021.40982341
2018-02-11 11:44:17,53790.91886749
2018-02-11 12:08:38,52328.42437564
2018-02-11 12:14:56,9065.92806823
2018-02-11 12:29:29,12699.1506492
2018-02-11 12:47:06,18779.26806643
2018-02-11 12:53:01,3899.36428066
2018-02-11 12:54:21,1991.83311452
2018-02-11 12:54:33,12.5
2018-02-11 12:58:17,2838.48294792
2018-02-11 13:46:07,23520.86502784
2018-02-11 13:46:47,4565.30942862
2018-02-11 13:50:32,3725.39964351
2018-02-11 13:51:08,4881.20394267
2018-02-11 14:15:16,19070.45041491
2018-02-11 14:31:11,20210.65566838
2018-02-11 14:36:12,3880.1791538
2018-02-11 14:43:25,4620.73183813
2018-02-11 14:45:22,2082.53448165
2018-02-11 15:10:12,15698.05070094
2018-02-11 15:12:04,4875.0806276
2018-02-11 15:30:15,9684.33679595
2018-02-11 15:48:23,7549.46945354
2018-02-11 16:07:09,12699.31033971
2018-02-11 16:12:39,1903.3062598
2018-02-11 16:18:37,9761.36654004
2018-02-11 16:20:16,1188.30471546
2018-02-11 16:23:06,2915.78755384
2018-02-11 16:24:27,1527.06547465
2018-02-11 16:26:34,1474.29204655
2018-02-11 16:35:16,5021.16480931
2018-02-11 16:47:03,6450.11019507
2018-02-11 16:54:36,4701.31639641
2018-02-11 16:57:40,3051.71708423
2018-02-11 17:06:14,5406.0190102
2018-02-11 17:06:59,1093.12219469
2018-02-11 17:19:31,6009.54775255
2018-02-11 17:31:04,6989.99397537
2018-02-11 17:31:58,1640.45635709
2018-02-11 17:34:31,2191.49921865
2018-02-11 17:42:32,4100.65002529
2018-02-11 17:46:52,3604.36177372
2018-02-11 17:52:23,2760.06936452
2018-02-11 18:41:30,16259.40917785
2018-02-11 18:42:26,4990.42417806
2018-02-11 18:53:57,5447.06739538
2018-02-11 19:03:04,13660.74562446
2018-02-11 19:05:26,1193.66257507
2018-02-11 19:14:35,4683.30991266
2018-02-11 19:16:38,1526.41447932
2018-02-11 19:32:21,13017.73292517
2018-02-11 19:44:00,5803.36608674
2018-02-11 19:46:10,1224.26230387
2018-02-11 19:55:38,4137.03208797
2018-02-11 19:56:19,616.28909202
2018-02-11 20:06:32,4650.895412200001
2018-02-11 20:07:51,347.54248215
2018-02-11 20:20:32,11802.56687525
2018-02-11 20:21:38,371.99108045
2018-02-11 20:24:10,1569.51069261
2018-02-11 20:27:13,2249.88204061
2018-02-11 20:27:26,498.01683728
2018-02-11 20:45:37,9842.14418156
2018-02-11 20:52:22,5387.31621337
2018-02-11 20:53:22,674.02625022
2018-02-11 21:11:41,8853.06993635
2018-02-11 21:12:20,153.13723238
2018-02-11 21:14:02,830.2748803999998
2018-02-11 21:50:23,15323.66887596
2018-02-11 21:58:01,16052.33287289
2018-02-11 22:08:57,10542.71977119
2018-02-11 22:22:07,2757.73329371
2018-02-11 22:49:26,49164.74285447
2018-02-11 22:53:03,7688.92651615
2018-02-11 23:08:38,8604.0937349
2018-02-11 23:30:32,12618.55538311
2018-02-11 23:48:33,39270.88239601
2018-02-12 00:12:30,7266.09432927
2018-02-12 00:22:34,10162.78786928
2018-02-12 00:40:00,13046.4539407
2018-02-12 00:43:46,1211.89254297
2018-02-12 00:44:06,462.49990965
2018-02-12 00:45:07,5329.57980856
2018-02-12 01:02:10,7107.96898671
2018-02-12 01:02:16,407.19519343
2018-02-12 01:07:22,3147.96656412
2018-02-12 01:20:00,4635.9860387
2018-02-12 01:24:32,2833.36379115
2018-02-12 01:30:12,3542.36200132
2018-02-12 01:34:27,1111.48853366
2018-02-12 01:36:29,732.4817482999998
2018-02-12 01:45:11,5358.88587859
2018-02-12 01:48:38,2939.20946498
2018-02-12 01:50:10,1319.36761595
2018-02-12 01:51:54,1424.70103674
2018-02-12 01:52:57,225.50366851
2018-02-12 02:01:47,11192.26017511
2018-02-12 02:32:20,13418.35507411
2018-02-12 02:59:23,23936.56638651
2018-02-12 03:00:25,466.04750474
2018-02-12 03:06:58,2764.05836173
2018-02-12 03:07:30,12.5
2018-02-12 03:12:34,9975.91759718
2018-02-12 03:21:52,3979.62821532
2018-02-12 03:25:57,8945.95110321
2018-02-12 03:27:33,222.7336377
2018-02-12 03:40:52,5561.20613942
2018-02-12 03:41:06,12.5
2018-02-12 04:10:37,14564.84195797
2018-02-12 04:12:53,4351.20566222
2018-02-12 04:17:48,1091.97375493
2018-02-12 04:20:15,1471.6637873
2018-02-12 04:35:26,10904.45169111
2018-02-12 04:40:45,9335.24574899
2018-02-12 05:01:18,10956.21828189
2018-02-12 05:21:38,45115.87815022
2018-02-12 05:38:25,8504.09073605
2018-02-12 05:55:18,15210.39001284
2018-02-12 05:55:28,1088.03174628
2018-02-12 06:02:38,8734.41239447
2018-02-12 06:14:11,8151.80576914
2018-02-12 06:23:10,7834.89346666
2018-02-12 06:38:47,12737.57924034
2018-02-12 06:54:00,6231.48527383
2018-02-12 07:00:30,8986.13434416
2018-02-12 07:17:53,17346.62723917
2018-02-12 07:19:59,6958.33924422
2018-02-12 07:21:10,4321.97243693
2018-02-12 07:37:23,25146.59786178
2018-02-12 07:42:13,2228.32939063
2018-02-12 08:13:29,25904.06556095
2018-02-12 08:34:04,45894.43970473
2018-02-12 08:37:45,7981.9863743
2018-02-12 08:48:23,13681.3979444
2018-02-12 08:53:01,3403.79628768
2018-02-12 08:57:10,1718.55586447
2018-02-12 09:11:25,41985.11092922
2018-02-12 09:13:54,1611.78665772
2018-02-12 09:23:47,4016.64514936
2018-02-12 09:35:58,7053.23347305
2018-02-12 09:37:11,1959.40312481
2018-02-12 09:38:25,462.12874227
2018-02-12 09:45:44,5475.53865212
2018-02-12 09:48:33,2654.86262055
2018-02-12 09:56:14,10282.19805797
2018-02-12 09:57:57,1460.45923679
2018-02-12 10:07:44,11546.72279222
2018-02-12 10:16:03,4704.68525401
2018-02-12 10:15:57,2470.7112869
2018-02-12 10:18:54,1440.19515262
2018-02-12 10:27:45,6392.41566848
2018-02-12 10:41:33,13582.17300049
2018-02-12 10:45:34,11831.79961554
2018-02-12 10:57:15,8932.43545418
2018-02-12 11:03:54,5861.48621864
2018-02-12 11:14:14,11368.21283995
2018-02-12 11:18:49,3440.10527588
2018-02-12 11:22:07,902.52141223
2018-02-12 11:26:32,8214.56733564
2018-02-12 11:45:54,11367.82410265
2018-02-12 11:54:54,5272.03280967
2018-02-12 12:02:43,8089.02690313
2018-02-12 12:06:53,2331.86011384
2018-02-12 12:14:48,3348.92230832
2018-02-12 12:27:26,40186.80942623
2018-02-12 12:31:51,8197.99957254
2018-02-12 12:33:54,1352.3845485
2018-02-12 12:41:28,5277.25678717
2018-02-12 12:41:31,330.20710157
2018-02-12 13:00:41,50072.72269239
2018-02-12 13:16:15,9324.51030834
2018-02-12 13:25:34,4738.17444288
2018-02-12 13:34:13,12051.42404568
2018-02-12 13:49:24,40573.76377035
2018-02-12 14:03:10,40371.6082908
2018-02-12 14:04:34,7309.5537761
2018-02-12 14:19:54,10960.91161454
2018-02-12 14:25:15,3956.03102582
2018-02-12 14:28:33,2776.7214573
2018-02-12 14:44:17,12120.74032223
2018-02-12 14:53:48,4992.35887335
2018-02-12 15:09:47,11791.21638814
2018-02-12 15:33:04,11054.08244707
2018-02-12 15:40:48,38598.68162839
2018-02-12 16:07:30,47228.00347973
2018-02-12 16:47:46,48896.95407006
2018-02-12 16:48:31,16942.48751501
2018-02-12 17:00:01,11580.12578436
2018-02-12 17:16:50,10603.97396259
2018-02-12 17:22:26,4483.70814168
2018-02-12 17:59:29,40181.10123512
2018-02-12 18:20:20,13007.10082756
2018-02-12 18:24:22,16214.81877483
2018-02-12 18:35:55,4018.09762127
2018-02-12 18:38:30,2944.36309401
2018-02-12 18:49:30,6780.50170129
2018-02-12 18:52:36,3741.90328535
2018-02-12 18:55:35,13587.14060352
2018-02-12 18:55:58,240.10969248
2018-02-12 18:58:10,3489.51443247
2018-02-12 18:58:50,322.4648405
2018-02-12 19:07:25,7903.26164429
2018-02-12 19:13:28,2708.01457252
2018-02-12 19:15:21,2010.70492809
2018-02-12 19:19:31,1753.58060273
2018-02-12 19:20:45,819.78382371
2018-02-12 19:22:02,813.44084757
2018-02-12 19:32:25,5464.15315941
2018-02-12 19:32:33,26.69307628
2018-02-12 19:35:06,1695.88792034
2018-02-12 19:47:31,16636.52877712
2018-02-12 19:50:25,1364.30558186
2018-02-12 19:51:10,287.96280617
2018-02-12 20:11:41,18735.28567942
2018-02-12 20:12:47,1645.11384159
2018-02-12 20:32:40,14558.10389054
2018-02-12 20:36:51,5846.64866402
2018-02-12 20:38:25,1414.3312031
2018-02-12 20:38:40,305.0673655
2018-02-12 20:40:08,3227.72087266
2018-02-12 20:47:53,6231.82373087
2018-02-12 20:56:35,4647.21747753
2018-02-12 21:04:46,38898.68853135
2018-02-12 21:07:50,2133.0873294
2018-02-12 21:10:35,1953.11642618
2018-02-12 21:17:33,3107.65422163
2018-02-12 21:41:51,39919.64924821
2018-02-12 21:51:45,13152.98650148
2018-02-12 21:59:48,33399.33679389
2018-02-12 22:26:22,55693.83078861
2018-02-12 22:28:43,8111.48539615
2018-02-12 22:35:18,10874.75794772
2018-02-12 22:37:09,2081.39156403
2018-02-12 22:37:18,401.56793748
2018-02-12 22:59:23,30483.73019537
2018-02-12 23:09:38,44837.96050438
2018-02-12 23:15:45,9171.86417466
2018-02-12 23:23:41,10981.84310604
2018-02-12 23:31:39,5457.65082119
2018-02-12 23:36:06,2573.62830259
2018-02-12 23:48:29,15705.896456400002
2018-02-12 23:51:29,3225.53153157
2018-02-12 23:57:54,3512.02165839
2018-02-13 00:03:13,2229.31663157
2018-02-13 00:15:16,6041.12669837
2018-02-13 00:17:14,492.69253976
2018-02-13 00:26:31,7917.73675839
2018-02-13 00:29:42,1431.27101614
2018-02-13 00:29:55,224.35513366
2018-02-13 00:34:15,1761.84055394
2018-02-13 00:38:59,1697.20682155
2018-02-13 00:42:50,2076.7917339
2018-02-13 00:51:31,3754.65100425
2018-02-13 00:53:27,1834.76950243
2018-02-13 00:55:28,1194.58678073
2018-02-13 00:56:41,355.6331354
2018-02-13 00:58:05,612.2095984
2018-02-13 01:05:00,8747.05801589
2018-02-13 01:30:14,21287.40643892
2018-02-13 01:44:56,28623.19929166
2018-02-13 01:59:19,44947.77671986
2018-02-13 01:59:47,2411.18061727
2018-02-13 02:04:30,5977.36229454
2018-02-13 02:10:28,7092.73879944
2018-02-13 02:20:06,5547.85649745
2018-02-13 02:31:29,13423.52367987
2018-02-13 02:53:55,20594.59400588
2018-02-13 03:03:51,18399.15950725
2018-02-13 03:16:31,12709.38390958
2018-02-13 03:18:30,2114.96123842
2018-02-13 03:21:55,2331.54083422
2018-02-13 03:46:21,15198.13211547
2018-02-13 03:48:01,2378.15967201
2018-02-13 04:12:04,19491.05548737
2018-02-13 04:20:02,10419.94825813
2018-02-13 04:20:47,798.00727282
2018-02-13 04:34:37,39445.52972496
2018-02-13 04:38:52,3321.85505624
2018-02-13 04:40:09,1105.91407828
2018-02-13 05:17:46,24942.41385968
2018-02-13 05:18:09,5933.30994956
2018-02-13 05:18:21,56.27090296
2018-02-13 05:26:13,6909.82953539
2018-02-13 05:34:01,7287.96930652
2018-02-13 05:43:10,7674.25199747
2018-02-13 05:48:32,3376.47874916
2018-02-13 05:51:15,6258.37724239
2018-02-13 05:55:10,12339.28404958
2018-02-13 06:26:26,49552.85044535
2018-02-13 06:30:44,6966.79499849
2018-02-13 07:00:48,17217.87682907
2018-02-13 07:34:45,54373.73555655
2018-02-13 07:39:06,6302.22310201
2018-02-13 07:42:20,7687.18186738
2018-02-13 07:53:12,7994.58345969
2018-02-13 07:56:06,2237.71268044
2018-02-13 08:08:06,31785.96592771
2018-02-13 08:08:27,440.99512004
2018-02-13 08:12:03,1697.33943457
2018-02-13 08:22:29,6956.29300587
2018-02-13 08:31:36,10285.32400799
2018-02-13 08:33:54,3427.80097071
2018-02-13 08:53:21,12389.05353719
2018-02-13 09:00:45,4641.47979685
2018-02-13 09:23:37,18392.21524387
2018-02-13 09:30:44,10986.16621483
2018-02-13 09:37:03,4816.80565227
2018-02-13 09:38:18,1388.97280714
2018-02-13 09:44:41,5455.78668918
2018-02-13 09:45:25,199.81515694
2018-02-13 09:51:20,4803.3984973000015
2018-02-13 10:08:24,10766.98301296
2018-02-13 10:10:03,2776.64997026
2018-02-13 10:11:29,8314.82325581
2018-02-13 10:14:40,1019.3999369
2018-02-13 10:42:29,19975.20411578
2018-02-13 10:47:20,23510.97370098
2018-02-13 10:58:20,4638.05326889
2018-02-13 11:01:34,1475.00243051
2018-02-13 11:16:54,7287.33915968
2018-02-13 11:18:00,1016.74952857
2018-02-13 11:18:47,551.04201984
2018-02-13 11:24:45,2651.84046775
2018-02-13 11:26:03,2236.1101589
2018-02-13 11:28:22,757.31959606
2018-02-13 11:30:58,991.78925563
2018-02-13 11:31:08,53.34126254
2018-02-13 11:35:15,1879.18879474
2018-02-13 11:36:07,1118.07314213
2018-02-13 11:38:21,449.97140081
2018-02-13 12:01:03,10186.44118392
2018-02-13 12:02:02,2636.44231749
2018-02-13 12:03:07,170.55587259
2018-02-13 12:04:24,804.59679672
2018-02-13 12:09:12,3646.18065043
2018-02-13 12:29:00,12039.57323403
2018-02-13 13:15:37,39774.12453440001
2018-02-13 13:19:27,10076.41888293
2018-02-13 13:37:26,38384.92000701
2018-02-13 13:52:16,8279.0331065
2018-02-13 13:54:32,2661.09717031
2018-02-13 14:05:47,34875.21848423
2018-02-13 14:07:00,7990.46786378
2018-02-13 14:13:32,4485.36437684
2018-02-13 14:29:00,5658.07323996
2018-02-13 15:02:39,20216.68664401
2018-02-13 15:06:29,9175.73679925
2018-02-13 15:13:04,6693.93748469
2018-02-13 15:16:42,3028.19608994
2018-02-13 15:24:41,7458.6210783000015
2018-02-13 15:27:15,1119.49156442
